2017/07/03 15:16:22
2017/07/03 15:16:22
2017/07/03 15:16:22,5.672,5.729,4.451,4.494,4.538,4.581,4.625,4.669,2.356,2.378
2017/07/03 15:16:22,5.672,5.729,4.451,4.494,4.538,4.581,4.625,4.669,2.356,2.378
2017/07/03 15:16:22,5.672,5.729,4.451,4.494,4.538,4.581,4.625,4.669,2.356,2.378
2017/11/15 16:40:00,0.454,0.340,0.218,0.262,0.218,0.262,0.218,0.218,0.109,0.131
2017/11/15 16:50:00,0.454,0.340,0.218,0.218,0.262,0.218,0.218,0.218,0.109,0.109
2017/11/15 17:00:00,0.454,0.340,0.218,0.262,0.218,0.262,0.218,0.262,0.131,0.131
2017/11/15 18:00:00,0.511,0.284,0.218,0.262,0.218,0.262,0.218,0.262,0.131,0.131
2017/11/15 18:00:00,0.511,0.284,0.218,0.262,0.218,0.262,0.218,0.262,0.131,0.131
2017/11/15 18:00:00,0.511,0.284,0.218,0.262,0.218,0.262,0.218,0.262,0.131,0.131
2017/11/15 19:10:00,0.964,0.454,0.305,0.305,0.218,0.218,0.218,0.175,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/15 19:20:00,0.964,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.109,0.087
2017/11/16 11:10:00,1.021,0.511,0.305,0.262,0.262,0.262,0.175,0.218,0.109,0.109
2017/11/16 11:20:00,0.964,0.454,0.305,0.305,0.305,0.218,0.175,0.175,0.087,0.087
2017/11/16 11:30:00,1.021,0.454,0.349,0.262,0.262,0.262,0.131,0.175,0.087,0.087
2017/11/16 11:50:00,0.964,0.454,0.305,0.262,0.218,0.218,0.218,0.175,0.087,0.109
2017/11/16 12:00:00,0.397,0.284,0.218,0.218,0.262,0.262,0.305,0.218,0.131,0.131
2017/11/16 12:10:00,1.021,0.454,0.305,0.305,0.262,0.262,0.218,0.218,0.087,0.087
2017/11/16 12:20:00,0.964,0.454,0.349,0.305,0.262,0.218,0.218,0.175,0.087,0.087
2017/11/16 12:30:00,1.021,0.397,0.305,0.262,0.262,0.218,0.218,0.218,0.109,0.087
2017/11/16 12:40:00,0.964,0.511,0.305,0.262,0.262,0.262,0.175,0.218,0.109,0.109
2017/11/16 12:50:00,1.021,0.454,0.305,0.305,0.262,0.262,0.218,0.175,0.087,0.065
2017/11/16 13:00:00,0.397,0.284,0.262,0.262,0.262,0.262,0.218,0.262,0.109,0.131
2017/11/16 13:10:00,0.964,0.454,0.305,0.305,0.262,0.218,0.218,0.175,0.087,0.087
2017/11/21 11:29:47,0.964,0.454,0.262,0.262,0.262,0.218,0.262,0.175,0.109,0.065
2017/11/21 11:30:00,0.737,0.340,0.262,0.262,0.262,0.262,0.218,0.218,0.131,0.131
