2017/07/03 15:16:22
2017/07/03 15:16:22
2017/07/03 15:16:22,21.642,21.852,15.970,16.122,11.519,11.628,6.981,7.047,2.356,2.378
2017/07/03 15:16:22,21.642,21.852,15.970,16.122,11.519,11.628,6.981,7.047,2.356,2.378
2017/07/03 15:16:22,21.642,21.852,15.970,16.122,11.519,11.628,6.981,7.047,2.356,2.378
2017/11/15 16:40:00,1.217,1.213,0.764,0.873,0.545,0.611,0.327,0.349,0.109,0.131
2017/11/15 16:50:00,1.261,1.104,0.807,0.764,0.589,0.545,0.327,0.327,0.109,0.109
2017/11/15 17:00:00,1.239,1.257,0.785,0.916,0.567,0.654,0.349,0.393,0.131,0.131
2017/11/15 18:00:00,1.296,1.200,0.785,0.916,0.567,0.654,0.349,0.393,0.131,0.131
2017/11/15 18:00:00,1.296,1.200,0.785,0.916,0.567,0.654,0.349,0.393,0.131,0.131
2017/11/15 18:00:00,1.296,1.200,0.785,0.916,0.567,0.654,0.349,0.393,0.131,0.131
2017/11/15 19:10:00,1.815,1.239,0.851,0.785,0.545,0.480,0.327,0.262,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/15 19:20:00,1.859,1.326,0.894,0.873,0.589,0.567,0.327,0.305,0.109,0.087
2017/11/16 11:10:00,1.872,1.361,0.851,0.851,0.545,0.589,0.284,0.327,0.109,0.109
2017/11/16 11:20:00,1.837,1.239,0.873,0.785,0.567,0.480,0.262,0.262,0.087,0.087
2017/11/16 11:30:00,1.850,1.239,0.829,0.785,0.480,0.524,0.218,0.262,0.087,0.087
2017/11/16 11:50:00,1.793,1.217,0.829,0.764,0.524,0.502,0.305,0.284,0.087,0.109
2017/11/16 12:00:00,1.313,1.113,0.916,0.829,0.698,0.611,0.436,0.349,0.131,0.131
2017/11/16 12:10:00,1.894,1.326,0.873,0.873,0.567,0.567,0.305,0.305,0.087,0.087
2017/11/16 12:20:00,1.881,1.239,0.916,0.785,0.567,0.480,0.305,0.262,0.087,0.087
2017/11/16 12:30:00,1.915,1.182,0.894,0.785,0.589,0.524,0.327,0.305,0.109,0.087
2017/11/16 12:40:00,1.815,1.361,0.851,0.851,0.545,0.589,0.284,0.327,0.109,0.109
2017/11/16 12:50:00,1.894,1.261,0.873,0.807,0.567,0.502,0.305,0.240,0.087,0.065
2017/11/16 13:00:00,1.248,1.200,0.851,0.916,0.589,0.654,0.327,0.393,0.109,0.131
2017/11/16 13:10:00,1.837,1.239,0.873,0.785,0.567,0.480,0.305,0.262,0.087,0.087
2017/11/21 11:29:47,1.859,1.174,0.894,0.720,0.633,0.458,0.371,0.240,0.109,0.065
2017/11/21 11:30:00,1.610,1.213,0.873,0.873,0.611,0.611,0.349,0.349,0.131,0.131
